iso3,location,region,hrp_location,lat,lon,indicator_name,indicator_source,indicator_id,date,alert_level_numeric,alert_level,value,plot_title,plot_id,plot_url,map_title,map_id,map_url,plot2_title,plot2_id,plot2_url,other_images_ids,other_images_urls,other_images_captions,summary_long,summary_short,hdx_url,source_url,other_urls,further_information,template_id_archive,template_id_email,campaign_id_archive,campaign_id_email,campaign_url_archive,campaign_url_email,campaign_date,campaign_summary,triage_approver,triage_time,summary_source,signals_version
CAF,Central African Republic,West and Central Africa,TRUE,6.580451508502483,20.496863706830478,market_monitor,wfp,wfp_market_monitor,2023-02-01,1,Medium concern,13,13% increase in the cost of the food basket over the past month,2891979,https://mcusercontent.com/ea3f905d50ea939780139789d/images/e6a5a9ed-b98e-3b2e-5ccb-15003ae8920f.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029993,NA,61fd4528fe,NA,http://eepurl.com/iRAfHU#CAF,NA,2023-02-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
CIV,Côte d'Ivoire,West and Central Africa,FALSE,7.61719573034229,-5.5522922625028,market_monitor,wfp,wfp_market_monitor,2023-11-01,1,Medium concern,18,18% increase in the cost of the food basket over the past month,2891980,https://mcusercontent.com/ea3f905d50ea939780139789d/images/4028e702-c6e3-a5bd-2046-dc792b6e9eeb.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029999,NA,d8435d914c,NA,http://eepurl.com/iRAfJc#CIV,NA,2023-11-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
CMR,Cameroon,West and Central Africa,TRUE,5.684479705352587,12.739977709302384,market_monitor,wfp,wfp_market_monitor,2020-10-01,2,High concern,36,36% increase in the cost of the food basket over the past month,2891981,https://mcusercontent.com/ea3f905d50ea939780139789d/images/147bdfe0-7f74-a8b5-bf23-7d65063bfa62.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029970,NA,5e853ca0cc,NA,http://eepurl.com/iRAfC6#CMR,NA,2020-10-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
CMR,Cameroon,West and Central Africa,TRUE,5.684479705352587,12.739977709302384,market_monitor,wfp,wfp_market_monitor,2021-09-01,1,Medium concern,11,11% increase in the cost of the food basket over the past month,2891982,https://mcusercontent.com/ea3f905d50ea939780139789d/images/8f7dce6e-544b-7086-9fc5-578787c0e1f3.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029979,NA,92c6f607b6,NA,http://eepurl.com/iRAfEQ#CMR,NA,2021-09-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
CMR,Cameroon,West and Central Africa,TRUE,5.684479705352587,12.739977709302384,market_monitor,wfp,wfp_market_monitor,2021-11-01,2,High concern,54,54% increase in the cost of the food basket over the past month,2891983,https://mcusercontent.com/ea3f905d50ea939780139789d/images/13740c76-3d2b-f47e-17ea-3d49e1165679.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029980,NA,2db22be074,NA,http://eepurl.com/iRAfEY#CMR,NA,2021-11-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
CMR,Cameroon,West and Central Africa,TRUE,5.684479705352587,12.739977709302384,market_monitor,wfp,wfp_market_monitor,2022-11-01,1,Medium concern,14,14% increase in the cost of the food basket over the past month,2891984,https://mcusercontent.com/ea3f905d50ea939780139789d/images/d39e7084-dee0-c643-a692-f484b426f1fb.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029991,NA,47d9e600f0,NA,http://eepurl.com/iRAfHs#CMR,NA,2022-11-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
COD,Democratic Republic of the Congo,West and Central Africa,TRUE,-2.874028809677432,23.64701400950989,market_monitor,wfp,wfp_market_monitor,2021-04-01,2,High concern,33,33% increase in the cost of the food basket over the past month,2891985,https://mcusercontent.com/ea3f905d50ea939780139789d/images/e745dc02-5240-9e47-5323-0e9bf931c106.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029974,NA,6f21fde359,NA,http://eepurl.com/iRAfDY#COD,NA,2021-04-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
COD,Democratic Republic of the Congo,West and Central Africa,TRUE,-2.874028809677432,23.64701400950989,market_monitor,wfp,wfp_market_monitor,2022-03-01,1,Medium concern,16,16% increase in the cost of the food basket over the past month,2891986,https://mcusercontent.com/ea3f905d50ea939780139789d/images/38bde2a5-6319-b25c-2bcc-a0a4baf5b354.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029984,NA,1b26185d93,NA,http://eepurl.com/iRAfGc#COD,NA,2022-03-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
DJI,Djibouti,Southern and Eastern Africa,FALSE,11.727724827151782,42.56480865281131,market_monitor,wfp,wfp_market_monitor,2021-11-01,1,Medium concern,10,10% increase in the cost of the food basket over the past month,2891987,https://mcusercontent.com/ea3f905d50ea939780139789d/images/20e80912-efbc-9f03-0875-da8c4b064774.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029980,NA,2db22be074,NA,http://eepurl.com/iRAfEY#DJI,NA,2021-11-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
DJI,Djibouti,Southern and Eastern Africa,FALSE,11.727724827151782,42.56480865281131,market_monitor,wfp,wfp_market_monitor,2022-09-01,1,Medium concern,11,11% increase in the cost of the food basket over the past month,2891988,https://mcusercontent.com/ea3f905d50ea939780139789d/images/0c40e8ca-a9f0-05e1-b273-4715fb04daab.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029989,NA,0fae8f4ba7,NA,http://eepurl.com/iRAfHg#DJI,NA,2022-09-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
DOM,Dominican Republic,Latin America and the Caribbean,FALSE,18.896693214917068,-70.49566030057883,market_monitor,wfp,wfp_market_monitor,2020-10-01,1,Medium concern,11,11% increase in the cost of the food basket over the past month,2891989,https://mcusercontent.com/ea3f905d50ea939780139789d/images/ac720dc4-5a2c-2616-97d1-59de6cecfeba.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029970,NA,5e853ca0cc,NA,http://eepurl.com/iRAfC6#DOM,NA,2020-10-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
EGY,Egypt,Middle East and North Africa,FALSE,26.463908848199893,29.873875539498794,market_monitor,wfp,wfp_market_monitor,2022-03-01,1,Medium concern,17,17% increase in the cost of the food basket over the past month,2891990,https://mcusercontent.com/ea3f905d50ea939780139789d/images/5a2c7b7a-9325-4a1a-9b0f-a03d2ea718e8.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029984,NA,1b26185d93,NA,http://eepurl.com/iRAfGc#EGY,NA,2022-03-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
ETH,Ethiopia,Southern and Eastern Africa,TRUE,8.602623787167298,39.63617946669123,market_monitor,wfp,wfp_market_monitor,2021-04-01,1,Medium concern,15,15% increase in the cost of the food basket over the past month,2891991,https://mcusercontent.com/ea3f905d50ea939780139789d/images/db78b2d8-3fe7-5a16-934c-953b1c9fd166.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029974,NA,6f21fde359,NA,http://eepurl.com/iRAfDY#ETH,NA,2021-04-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
ETH,Ethiopia,Southern and Eastern Africa,TRUE,8.602623787167298,39.63617946669123,market_monitor,wfp,wfp_market_monitor,2022-01-01,1,Medium concern,11,11% increase in the cost of the food basket over the past month,2891992,https://mcusercontent.com/ea3f905d50ea939780139789d/images/55611480-86e6-bf8c-ccd0-9c0abc8940a6.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029982,NA,908fb5d2bf,NA,http://eepurl.com/iRAfFw#ETH,NA,2022-01-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
ETH,Ethiopia,Southern and Eastern Africa,TRUE,8.602623787167298,39.63617946669123,market_monitor,wfp,wfp_market_monitor,2023-05-01,1,Medium concern,11,11% increase in the cost of the food basket over the past month,2891993,https://mcusercontent.com/ea3f905d50ea939780139789d/images/f2ef2a67-d336-49db-257f-4ce6732939ae.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029996,NA,1675148a75,NA,http://eepurl.com/iRAfIo#ETH,NA,2023-05-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
ETH,Ethiopia,Southern and Eastern Africa,TRUE,8.602623787167298,39.63617946669123,market_monitor,wfp,wfp_market_monitor,2023-12-01,1,Medium concern,12,12% increase in the cost of the food basket over the past month,2891994,https://mcusercontent.com/ea3f905d50ea939780139789d/images/dde8c910-6918-7f7d-8c51-8523d7a41523.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10030000,NA,4e59b7b110,NA,http://eepurl.com/iRAfJA#ETH,NA,2023-12-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
GHA,Ghana,West and Central Africa,FALSE,7.965617201446909,-1.2079934359506574,market_monitor,wfp,wfp_market_monitor,2020-10-01,2,High concern,35,35% increase in the cost of the food basket over the past month,2891995,https://mcusercontent.com/ea3f905d50ea939780139789d/images/4070bec0-efb2-b62e-63c8-aab9c815d6af.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029970,NA,5e853ca0cc,NA,http://eepurl.com/iRAfC6#GHA,NA,2020-10-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
GHA,Ghana,West and Central Africa,FALSE,7.965617201446909,-1.2079934359506574,market_monitor,wfp,wfp_market_monitor,2021-06-01,1,Medium concern,16,16% increase in the cost of the food basket over the past month,2891996,https://mcusercontent.com/ea3f905d50ea939780139789d/images/67388640-a1c3-f776-5206-1fd0a0cef748.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029976,NA,4dc19f5fcc,NA,http://eepurl.com/iRAfEs#GHA,NA,2021-06-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
GHA,Ghana,West and Central Africa,FALSE,7.965617201446909,-1.2079934359506574,market_monitor,wfp,wfp_market_monitor,2022-03-01,1,Medium concern,13,13% increase in the cost of the food basket over the past month,2891997,https://mcusercontent.com/ea3f905d50ea939780139789d/images/c4d9bd0e-fb43-7e37-0e74-a2ad737ae5a6.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029984,NA,1b26185d93,NA,http://eepurl.com/iRAfGc#GHA,NA,2022-03-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
GHA,Ghana,West and Central Africa,FALSE,7.965617201446909,-1.2079934359506574,market_monitor,wfp,wfp_market_monitor,2022-11-01,1,Medium concern,18,18% increase in the cost of the food basket over the past month,2891998,https://mcusercontent.com/ea3f905d50ea939780139789d/images/96f7de79-03c3-9af1-d834-34e6edb6deb5.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029991,NA,47d9e600f0,NA,http://eepurl.com/iRAfHs#GHA,NA,2022-11-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
GMB,Gambia,West and Central Africa,FALSE,13.451378734934323,-15.38398526218084,market_monitor,wfp,wfp_market_monitor,2021-01-01,1,Medium concern,16,16% increase in the cost of the food basket over the past month,2891999,https://mcusercontent.com/ea3f905d50ea939780139789d/images/f9c16715-f410-c562-677e-277399de5241.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029972,NA,3218cc0e46,NA,http://eepurl.com/iRAfDw#GMB,NA,2021-01-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
GMB,Gambia,West and Central Africa,FALSE,13.451378734934323,-15.38398526218084,market_monitor,wfp,wfp_market_monitor,2022-01-01,1,Medium concern,22,22% increase in the cost of the food basket over the past month,2892000,https://mcusercontent.com/ea3f905d50ea939780139789d/images/060e616f-913c-a768-2317-491ff7f84c8b.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029982,NA,908fb5d2bf,NA,http://eepurl.com/iRAfFw#GMB,NA,2022-01-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
